trees,tree_depth,min_n,loss_reduction,sample_size,mtry,learn_rate
442,4,22,1.0659153341219285,0.6797650869179052,13,0.02155554828754282
1559,8,24,19.177584178275193,0.8951068902644328,10,0.041046034377929384
478,8,23,7.861429894046697e-5,0.9716277418762911,14,0.05502760651754431
1194,4,37,0.012362465872717566,0.5657810294232332,8,0.031801415175419415
1389,4,24,0.27547535234511566,0.6711073158681393,16,0.002786937255956067
1237,6,9,0.001332764449452199,0.9794363730226178,8,0.00689429621738518
982,5,6,0.001985126162706803,0.927960539093474,9,0.049221077473390426
357,6,40,3.096909566906702e-5,0.902220262392657,5,0.009553644239935048
1218,9,11,0.002162948255060051,0.9586671461258083,14,0.013410432318277172
1875,6,12,1.1309481897616316e-4,0.8653957281226758,12,0.0694031977438926
752,9,32,79.08632779692921,0.983635649344651,15,0.008361444468193067
952,3,19,8.457186839886137e-4,0.6590120319428387,11,0.03973782471014138
654,4,14,29.16457703011752,0.6406708721106407,4,0.0012926062601220068
1833,7,15,2.4006467819200513e-5,0.7726733570860234,9,0.0038761316844076426
1654,5,16,7.4172618196906015,0.9685244810755831,6,0.011736584032468723
1914,7,36,4.433659092753229e-4,0.9370015798776876,14,0.002252371723413158
1630,9,27,1.0850645657357529e-5,0.5976938901387621,4,0.013955773558755675
504,8,35,0.028024764906910263,0.9108419806312305,4,0.005906960448855892
1794,5,36,3.2063084405778777e-4,0.6354927273502108,9,0.02558865510222644
1943,3,22,2.051191009464318,0.6893589509860613,16,0.002057098485728499
974,10,39,51.92548056939753,0.8712223980680573,7,0.0023517760134735602
530,7,13,0.7373050163786018,0.7275200117006898,10,0.04660827477293511
1713,7,35,11.291899712566371,0.8064972751180175,9,0.09612601090799767
703,7,25,0.0047329076904650425,0.7438042299356311,3,0.0786562854959896
608,5,29,24.49971479549695,0.5236967497097794,15,0.018136808757166615
907,7,31,0.05884471016347584,0.7125705079257023,10,0.0017137935585059506
1042,5,28,9.589805477227024e-5,0.8377982108900324,5,0.002588769004357162
1547,6,38,0.016508211973149365,0.7351018931844737,14,0.005654662783790015
587,7,31,1.5423129922582442e-5,0.8616011641768273,3,0.022871398225759343
1862,7,17,3.698547265081897e-4,0.6264586562826298,6,0.0029029136014426154
568,4,39,1.6031366022671258e-4,0.5004673844936769,16,0.019358270138789675
519,9,16,0.03774424248221954,0.5776200872194022,9,0.009073425518929383
554,6,35,1.2486478385191235,0.7219502706394997,11,0.0010661331838824834
879,9,25,5.662447845367694,0.7031354505405761,17,0.08111405386291809
822,8,19,3.064695936664294,0.6329865549574606,6,0.05030048950724225
716,6,10,1.5232960456733446,0.5802213762293105,12,0.009495410507077837
1447,10,21,2.789609920291985,0.5910911748430225,9,0.0010324223301767948
1416,5,38,0.0025831130596509913,0.6997616845497396,11,0.01075064535551481
806,7,18,0.1817115699544916,0.918313620769186,4,0.02003388809394367
1694,3,13,0.0010024237128015924,0.8201842292922084,12,0.05426024113654889
1701,5,27,3.0403894029187023e-5,0.8880563581839669,5,0.0063904155241466835
1270,5,31,94.86365636877193,0.6619847842131276,13,0.08944030735435224
1535,6,12,0.006929378709650911,0.6829198738874402,14,0.019023035703859312
302,7,10,0.07088717026223632,0.7686151062266435,13,0.0054311757133585405
1056,9,8,0.049908464396882755,0.9527092740254011,8,0.002687231607559817
1472,9,28,0.0961384539033573,0.611875549601391,15,0.06164723471130327
1115,4,32,2.852221052826146e-4,0.760352786538424,13,0.008169736852354849
1764,3,37,3.7898673955675637,0.8406503608240745,5,0.007916847588957294
867,4,21,0.15024702857596908,0.5521625887532718,9,0.0045390224152669885
1359,9,17,1.5412819201816443e-4,0.9621481885330285,11,0.0035778361392767937
603,8,14,0.33985815859236157,0.6037275359721389,17,0.003153826703649767
417,8,23,0.003960564241619441,0.6541368688980583,6,0.006042500935174736
1501,3,36,0.823818639376001,0.6650373619073071,12,0.00247868917215701
1433,10,17,21.952224869317487,0.6174429647007491,8,0.0019898552598993802
668,4,29,43.77762633071135,0.5064684698556084,5,0.0012446396627623032
1520,7,19,62.43257113350318,0.7490901357785333,16,0.001414863053638135
690,4,5,0.19435872678033186,0.5706003768462687,4,0.08406648513228145
1137,6,24,0.09817899702045196,0.990058916141279,14,0.044795427826003445
630,5,27,4.9399597444500545,0.5296929940162226,14,0.03037699963377287
434,10,6,3.904875723579824e-5,0.751063053131802,12,0.001104896038669699
760,7,37,14.075184494842231,0.9886986966512632,4,0.0034247597320269125
843,9,16,2.2918479849351874,0.7757679578149691,17,0.0243662347107922
1743,8,7,0.24169467665808791,0.5584620523278135,16,0.02753718655612255
1602,5,15,0.008914260436759842,0.819314610863803,14,0.029342295650269648
338,10,15,32.85300184192701,0.7989027256926056,11,0.06532415513853658
1611,9,7,6.846943273325747e-5,0.7843213144305627,12,0.00460476095428286
1255,5,34,4.113809798529718,0.8128247111884411,13,0.0037085366213716036
1379,8,34,1.3082890144998402e-5,0.6073419329931494,10,0.001741857503762819
1669,6,11,0.11681953062718393,0.8306637920218054,16,0.002135362075539056
324,5,27,0.010592705280899293,0.717139792314265,3,0.004931622927308502
1221,10,20,0.06123737376296915,0.8289935223991052,11,0.003288536179767805
1123,4,21,7.590641862273402,0.6454755328630563,16,0.004121458288811254
1576,3,32,0.006081684493475085,0.5410725705372169,4,0.043573133795224525
1336,9,12,5.850661565856759e-4,0.9220080409024376,5,0.03370823999885748
