year,site,hybrid,n_plots,yield_mg_ha,yield_sd,grain_moisture,date_planted,date_harvested,season_length_days
2014,GAH1,B73_NC230-129-1-1-1-1/LH195,2,9.4232201095,NA,15.9,2014-04-04,2014-09-11,160
2014,GAH1,CGR01/LH198,2,10.166277084499999,NA,16.799999999999997,2014-04-04,2014-09-11,160
2014,GAH1,LH132/LH51,2,5.1689559145,NA,15.8,2014-04-04,2014-09-11,160
2014,GAH1,LH198/LH82,1,1.842363351,NA,16.3,2014-04-04,2014-09-11,160
2014,GAH1,LH212HT/PB80,2,2.682625215,NA,14.85,2014-04-04,2014-09-11,160
2014,GAH1,LH216/LH195,2,11.311625345,NA,15.8,2014-04-04,2014-09-11,160
2014,GAH1,LH38/PB80,2,3.798460861,NA,15.149999999999999,2014-04-04,2014-09-11,160
2014,GAH1,LH51/PB80,2,6.3338393935,NA,15.6,2014-04-04,2014-09-11,160
2014,GAH1,LH57/PB80,1,1.06787463,NA,14.7,2014-04-04,2014-09-11,160
2014,GAH1,LH59/PB80,2,4.516892458,NA,15.8,2014-04-04,2014-09-11,160
2014,GAH1,LH74/PHG35,2,2.5158742729999997,NA,15.55,2014-04-04,2014-09-11,160
2014,GAH1,LH74/PHM49,1,2.81480433,NA,15.8,2014-04-04,2014-09-11,160
2014,GAH1,LH74/PHN82,1,8.722232636,NA,17.5,2014-04-04,2014-09-11,160
2014,GAH1,LH74/TX205,2,9.839247955000001,NA,14.5,2014-04-04,2014-09-11,160
