year,site,hybrid,yield_mg_ha,n_plots,previous_crop,longitude,latitude,soilp_h,om_pct,soilk_ppm,soilp_ppm
2014,DEH1,CGR03/LH185,10.96705157,1,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,LH132/LH51,13.156127245,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,LH195/LH185,15.524722520000001,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,LH198/LH82,7.5898506039999996,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,LH74/PHG35,11.7057314995,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,LH74/PHM49,8.5692139685,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,LH74/PHN82,11.954508664999999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,LH74/TX205,11.117954600000001,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0001/LH185,11.64029222,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0001/LH195,10.8768439915,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0003/LH185,9.523183265,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0007/LH195,12.527327155,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0008/LH185,11.51011812,1,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0010/LH195,11.972127505,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0012/LH185,9.960401862,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0014/LH185,1.354874791,1,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0015/LH195,11.553794265,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0022/LH185,11.693261165,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0027/LH185,9.6132859185,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0028/LH185,10.630862163,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0030/LH185,13.016045824999999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0033/LH195,13.000971265,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0035/LH185,9.65828479,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0039/LH185,11.34170866,1,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0039/LH195,12.67393226,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0041/LH185,15.39723509,1,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0042/LH185,11.30819464,1,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0045/LH185,16.204917780000002,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0051/LH185,11.18241963,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0052/LH185,10.8292409,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0057/LH195,12.97714723,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0058/LH185,12.77720596,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0058/LH195,10.963615480000001,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0066/LH195,13.191844565,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0075/LH185,11.08997879,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0076/LH185,13.14867053,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0083/LH185,13.50870645,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0085/LH185,11.91249623,1,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0088/LH185,9.022136640500001,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0099/LH185,11.922658355,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0099/LH195,10.268240745,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0101/LH185,11.89878186,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0106/LH185,13.077629345,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0114/LH185,11.72780938,1,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0118/LH185,12.0547284775,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0143/LH185,13.01268094,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0143/LH195,10.750038535,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0151/LH185,10.126057203,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0154/LH185,9.997003492,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0154/LH195,14.18590403,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0159/LH185,11.01448231,1,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0163/LH185,10.792204605,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0164/LH195,13.791514735,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0172/LH185,10.19996867,1,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0186/LH185,11.941686104999999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0266/LH185,8.538881226,1,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0269/LH185,11.22802179,1,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0272/LH185,10.440981845,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0287/LH185,13.02871476,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0296/LH185,12.02837141,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0297/LH185,12.843428375,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0311/LH185,10.678090556499999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0317/LH185,10.829686795,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0317/LH195,13.053374394999999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0321/LH195,13.36385873,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0323/LH185,12.09052823,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0325/LH185,9.936997504499999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0325/LH195,11.428892336,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0326/LH195,12.40864165,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0346/LH185,12.34163234,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0352/LH185,10.15432904,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0355/LH185,7.705418524000001,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0369/LH185,12.2743345,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0378/LH185,8.78169302,1,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,M0382/LH195,9.104835036499999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,MO44_LH145_0138/LH195,11.317997044999998,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,MO44_LH145_0143/LH195,15.319288010000001,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,MOG_LH123HT-059-1-1-1-1-B/LH195,10.773678962,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,MOG_LH145_0057/PB80,12.349909669999999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,MOG_LH145_0131/LH195,11.07062316825,4,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,MOG_MO45-030-1-1-1-1-B/LH195,11.921504245000001,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,MOG_MO45-054-1-1-1-1-B/LH195,13.009874365,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,MOG_MO45-055-1-1-1-1-B/LH195,11.247008316,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,MOG_MO45-071-1-1-1-1-B/LH195,13.871163,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,MOG_MO45-074-1-1-1-1-B/LH195,10.48044626,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,MOG_MO45-085-1-1-1-1-B/LH195,11.645762985000001,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,MOG_NC230-009-1-1-1-1-B/LH195,12.832827845,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,MOG_OH43_0300/LH195,13.531488790000001,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,MOG_PHG83-014-1-1-1-1-B/LH195,12.120939651499999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,MOG_PHG83-090-1-1-1-1-B/LH195,13.87284919,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,MOG_PHG83-129-1-1-1-1-B/LH195,11.27216632,4,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PB80/LH185,12.912910775,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHB47/LH195,10.391565155,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHG39/PHG35,12.61586727,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHG39/PHM49,13.160249050000001,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHG39/PHN82,9.7080499685,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHG39/TX205,13.712600905,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHN11_LH145_0029/PB80,11.67796177,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHN11_OH43_0142/LH195,11.456886885,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHN11_OH43_0190/LH195,9.693046596,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHN11_OH43_0215/LH195,12.674393155,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHN11_PHG47_0048/LH195,10.68626297,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHN11_PHG47_0172/LH195,9.480931017,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHN11_PHG47_0251/LH195,11.65294991,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHN11_PHG47_0287/LH195,10.969569617000001,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHN11_PHG47_0388/LH195,12.25985198,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHN11_PHW65_0015/LH195,12.774927725,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHN11_PHW65_0065/LH195,11.396228905000001,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHN11_PHW65_0101/LH195,15.000672475,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHN11_PHW65_0237/LH195,13.714669305,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHN11_PHW65_0275/LH195,12.723262775,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHN11_PHW65_0294/LH195,11.54686214,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHN11_PHW65_0312/LH195,12.41513911,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHN11_PHW65_0323/LH195,12.734106865,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHN11_PHW65_0328/LH195,11.4004631255,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHN11_PHW65_0359/LH195,10.30732295,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHW52/PHG35,10.1018584645,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHW52/PHM49,12.471577865499999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHW52/PHN82,12.173601335,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHW52/TX205,15.80311298,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHW65_MOG_0029/LH195,12.882454379999999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHW65_MOG_0176/LH195,11.0668479715,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,PHW65_MOG_0271/PB80,11.1487932,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,TX130_RP/LH185,14.4724819,1,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,TX204/LH185,12.662354986666667,3,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,TX303/LH195,11.9403971015,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,TX714/LH185,10.65102903,1,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,TX740/LH185,12.860818649999999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,TX772/LH185,13.21904847,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,TX772W/LH185,11.967548553333334,3,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,TX785/LH195,13.770632175,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,TX951/LH195,12.53619278,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,W10004_0032/LH185,9.709473862,1,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,W10004_0076/LH185,11.909644685,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,W10004_0097/LH195,8.698147776999999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,W10004_0227/LH195,11.84387192,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,W10005_0029/LH185,13.91795673,1,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,W10005_0037/LH185,9.384076087499999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,W10005_0107/LH185,10.742218348,3,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,W10005_0147/LH185,13.1016145,1,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,W10005_0220/LH185,10.15223067,1,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0002/LH185,15.54898496,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0006/LH185,14.114233335,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0007/LH185,12.76110844,1,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0012/LH195,10.884218279999999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0014/LH185,11.251486100000001,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0019/LH195,10.91727141,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0020/LH185,15.40152177,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0021/LH195,12.78434043,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0022/LH185,11.934131955,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0022/LH195,14.02280046,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0026/LH185,13.737698954999999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0026/LH195,13.26803425,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0027/LH195,14.491652040000002,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0028/LH185,10.7073253945,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0032/LH185,10.284757940999999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0034/LH185,18.43474312,1,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0036/LH185,13.78755031,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0037/LH185,12.36817676,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0037/LH195,10.289486778,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0039/LH185,13.11886988,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0044/LH195,9.979504555,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0045/LH185,13.316637830000001,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0046/LH185,14.760581080000001,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0046/LH195,12.931470135,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0047/LH195,10.379626903999998,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0052/LH185,12.150369346000002,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0055/LH185,13.292652669999999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0056/LH185,13.662472260000001,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0059/LH185,11.957311489999999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0062/LH195,11.353260959,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0063/LH185,11.771459298,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0067/LH185,14.0370694,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0072/LH185,11.754975824999999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0073/LH185,10.830387505000001,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0074/LH195,10.612141677499999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0078/LH185,13.58027972,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0079/LH185,16.158277679999998,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0080/LH185,13.032244519999999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0082/LH185,12.5231304,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0087/LH185,15.938705375,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0088/LH195,12.52283813,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0090/LH185,12.2494463,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z013E0093/LH185,14.87786517,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0003/LH185,15.016192945,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0005/LH185,11.5116207115,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0006/LH185,11.562839754999999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0008/LH185,10.42340797,1,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0009/LH185,10.247699168,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0017/LH185,11.35549797,1,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0017/LH195,13.562743314999999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0023/LH185,13.252056635999999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0025/LH185,11.410913775000001,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0027/LH185,10.6058990125,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0042/LH185,13.393977885,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0046/LH185,10.002995097,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0048/LH185,13.171782610000001,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0048/LH195,11.440077415,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0051/LH185,13.62443924,1,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0053/LH185,10.701195145,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0059/LH185,13.862964354999999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0073/LH185,11.914077500000001,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0073/LH195,11.940179765,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0077/LH185,10.170419065,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0077/LH195,10.844131852499999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0095/LH185,14.82575806,1,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0095/LH195,10.4107802565,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0097/LH185,10.972439895499999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0097/LH195,11.516473195,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0108/LH185,12.671995015,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0108/LH195,11.56315826,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0110/LH185,14.19519683,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0110/LH195,12.100532975,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0114/LH185,10.523417949999999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0121/LH185,11.46746119,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0121/LH195,12.510652575,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0123/LH185,13.482469285,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0130/LH185,7.6837115990000004,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0142/LH185,13.62054226,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0149/LH185,12.100473019999999,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0155/LH195,12.044491415,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0160/LH185,11.68086577,1,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,DEH1,Z022E0166/LH185,14.172976550000001,2,Soybean,-75.204048,38.637405,NA,NA,NA,NA
2014,GAH1,B37/C103,4.688355239,2,Cotton,-83.555016,31.506544,NA,NA,NA,NA
2014,GAH1,B37/H95,5.977129123,2,Cotton,-83.555016,31.506544,NA,NA,NA,NA
2014,GAH1,B73/MO17,6.2852283505,2,Cotton,-83.555016,31.506544,NA,NA,NA,NA
2014,GAH1,B73/PHG35,9.725063249,2,Cotton,-83.555016,31.506544,NA,NA,NA,NA
2014,GAH1,B73/PHM49,8.045371833499999,2,Cotton,-83.555016,31.506544,NA,NA,NA,NA
2014,GAH1,B73/PHN82,0.915960821,2,Cotton,-83.555016,31.506544,NA,NA,NA,NA
2014,GAH1,B73/TX205,8.6763730295,2,Cotton,-83.555016,31.506544,NA,NA,NA,NA
