year,site,date_planted,date_harvested,gs_dayl_s_mean,gs_prcp_mm_total,gs_srad_w_m_2_mean,gs_tmax_deg_c_mean,gs_tmin_deg_c_mean,gs_vp_pa_mean,gs_swe_kg_m_2_total,gs_n_days
2015,WIH1,2015-06-04,2015-10-26,48247.17703448276,571.11,347.2881379310345,24.02593103448276,12.410137931034482,1499.2711034482759,0,145
2015,WIH2,2015-05-20,2015-10-14,49675.94074324324,541.98,358.265,24.529527027027026,12.347972972972974,1484.236554054054,0,148
2016,ARH1,2016-04-07,2016-08-30,49415.471849315065,521.05,367.9527397260274,29.512534246575342,19.453082191780823,2343.6504794520547,0,146
2016,ARH2,2016-04-23,2016-11-09,46907.4215920398,734.01,356.06805970149253,29.244179104477613,17.909950248756218,2140.110895522388,0,201
2016,DEH1,2016-04-25,2016-09-14,50256.482307692306,565.9399999999999,359.8665034965035,27.64958041958042,17.628881118881118,2098.19972027972,0,143
2016,GAH1,2016-04-12,2016-08-23,48937.66253731343,402.38,394.35664179104475,31.501343283582088,19.312388059701494,2300.5147014925374,0,134
2016,GAH2,2016-05-25,2016-10-12,47677.24503546099,327.75,386.49659574468086,32.95276595744681,19.569007092198582,2257.767588652482,0,141
2016,IAH1,2016-04-22,2016-10-01,50042.636932515336,708.0600000000001,365.04478527607364,26.685460122699386,14.965705521472392,1748.4526993865031,0,163
2016,IAH2,2016-04-25,2016-10-11,49697.760411764706,724.96,360.5785294117647,25.57129411764706,13.672941176470589,1634.2565294117646,0,170
2016,IAH3,2016-04-24,2016-10-06,49962.31578313253,734.37,358.27012048192773,25.766626506024096,13.9144578313253,1633.9736144578312,0,166
2016,IAH4,2016-04-26,2016-10-17,49318.169942857145,816.76,352.46777142857144,25.69805714285714,13.864057142857142,1654.8327428571429,0,175
2016,ILH1,2016-04-26,2016-10-09,49354.12670658682,664.86,358.641497005988,26.97263473053892,15.662814371257484,1838.358502994012,0,167
2016,INH1,2016-05-19,2016-10-06,49486.02617021277,487.4,362.8448226950355,27.829432624113476,16.297021276595746,1891.3568085106383,0,141
2016,KSH1,2016-04-15,2016-09-27,49649.94445783133,863.68,362.97427710843374,28.993614457831324,16.962289156626507,1995.115421686747,0,166
2016,MIH1,2016-05-24,2016-11-16,46855.61344632768,562.01,332.47412429378534,24.617457627118643,12.228700564971751,1476.8362711864406,0,177
2016,MNH1,2016-05-17,2016-10-20,49371.86796178344,1025.95,336.0240127388535,25.25031847133758,13.895923566878981,1641.9742038216561,0,157
2016,MOH1,2016-05-23,2016-10-07,48994.38275362319,645.12,360.7823913043478,29.215507246376813,18.532101449275363,2126.4579710144926,0,138
2016,NCH1,2016-04-15,2016-09-13,49318.580921052635,779.03,367.7166447368421,30.16203947368421,18.82782894736842,2249.3852631578948,0,152
2016,NYH2,2016-05-10,2016-12-08,45801.91323943662,609.66,317.53727699530515,21.555070422535213,9.781220657276995,1226.9271830985915,0,213
2016,OHH1,2016-05-27,2016-10-15,48586.703661971835,527.19,361.0619014084507,27.71901408450704,15.88281690140845,1856.0145774647888,0,142
2016,ONH1,2016-05-04,2016-10-15,49774.78878787879,386.6,368.072,24.246121212121214,11.41769696969697,1357.1225454545454,0,165
2016,ONH2,2016-05-11,2016-11-01,48274.123485714284,435.91,341.77405714285715,24.170342857142856,13.847142857142858,1640.812742857143,0,175
2016,TXH1,2016-03-04,2016-08-05,47580.61109677419,765.09,388.27748387096773,30.210387096774195,17.96974193548387,2175.5870322580645,0,155
2016,WIH1,2016-05-09,2016-10-14,49692.416603773585,762.5,344.6218867924528,24.956729559748428,13.630188679245283,1616.8910062893083,0,159
2016,WIH2,2016-05-24,2016-10-25,48652.74935483871,747.66,328.7670322580645,25.15135483870968,13.349741935483872,1588.3843870967742,0,155
2017,ARH1,2017-04-17,2017-09-11,49306.06081081081,928.98,376.43006756756756,29.204324324324325,18.90054054054054,2240.126891891892,0,148
2017,ARH2,2017-04-25,2017-09-16,49463.62144827586,665.96,380.9948275862069,29.288896551724136,18.51648275862069,2189.3587586206895,0,145
2017,COH1,2017-05-31,2017-11-22,46070.72022727273,198.32999999999998,380.2482386363636,24.400454545454547,8.027386363636364,999.6930113636364,0,176
2017,DEH1,2017-04-28,2017-09-08,50582.78507462687,617.22,369.52671641791045,27.448358208955224,17.524626865671642,2068.648656716418,0,134
2017,GAH1,2017-04-04,2017-09-07,48420.35554140127,630.63,382.66229299363056,30.628343949044588,19.07216560509554,2250.6736305732484,0,157
2017,GAH2,2017-05-02,2017-09-08,49376.17053846154,707.11,383.40023076923075,30.262076923076922,18.688076923076924,2195.1064615384616,0,130
2017,IAH1,2017-04-25,2017-10-26,48653.348810810814,592.82,359.72264864864866,25.782,12.72254054054054,1533.165081081081,0,185
2017,IAH2,2017-05-06,2017-10-31,48435.83312849162,597.9399999999999,349.9391061452514,25.187541899441342,12.411564245810055,1515.754469273743,0,179
2017,IAH3,2017-04-25,2017-10-20,49178.69402234637,463.22,363.3310055865922,24.9768156424581,11.902234636871508,1454.0840223463688,0,179
2017,IAH4,2017-05-07,2017-10-17,49334.145670731705,567.23,360.3132317073171,26.46170731707317,13.554268292682927,1607.8508536585366,0,164
2017,MIH1,2017-05-22,2017-10-20,49050.54289473684,405.11,357.5705263157895,25.51796052631579,12.816184210526316,1521.9394078947369,0,152
2017,MOH1,2017-05-15,2017-10-19,48468.204240506326,432.88,374.0792405063291,28.16367088607595,16.308291139240506,1906.5538607594938,0,158
2017,NCH1,2017-05-02,2017-09-20,49268.26492957747,506.38,371.9285211267606,29.85957746478873,19.355704225352113,2295.1991549295776,0,142
2017,NEH3,2017-05-16,2017-11-12,47287.18906077348,645.28,341.7663535911602,25.2014364640884,12.736187845303867,1592.3842541436463,0,181
2017,NEH4,2017-05-16,2017-11-13,47219.417747252744,645.28,341.005989010989,25.10489010989011,12.652582417582417,1586.4314835164835,0,182
2017,NYH1,2017-05-20,2017-11-22,46698.37021390374,707.57,317.6416577540107,21.271871657754012,10.384224598930482,1342.0342780748663,0.84,187
2017,NYH2,2017-05-18,2017-11-24,46617.73706806283,718.4399999999999,316.4176439790576,21.163141361256546,10.299057591623036,1337.4138743455496,0.84,191
2017,NYH3,2017-05-18,2017-11-24,46617.73706806283,718.4399999999999,316.4176439790576,21.163141361256546,10.299057591623036,1337.4138743455496,0.84,191
2017,OHH1,2017-05-16,2017-10-20,48581.35164556962,758.92,363.58943037974683,25.895126582278483,14.101835443037974,1652.4127215189874,0,158
2017,ONH1,2017-05-17,2017-10-31,48523.37357142857,411.1,340.83684523809524,22.36732142857143,10.947916666666666,1354.838869047619,0,168
2017,ONH2,2017-05-18,2017-10-27,48578.57355828221,338.98,348.10993865030673,23.933067484662576,13.255460122699386,1564.710490797546,0,163
2017,WIH1,2017-05-05,2017-10-19,49462.84994047619,698.77,358.58178571428573,24.047142857142855,12.116726190476191,1460.6569047619048,0,168
2017,WIH2,2017-05-11,2017-11-06,48177.20183333333,555.67,337.4556666666667,22.907444444444444,10.798833333333333,1361.238388888889,0,180
2018,ARH1,2018-04-25,2018-09-01,49770.295076923074,339.88,383.87669230769234,31.823461538461537,20.758846153846154,2468.8266153846153,0,130
2018,ARH2,2018-04-19,2018-09-23,49107.82113924051,655.32,367.85246835443036,30.93784810126582,20.125253164556963,2414.1682911392404,0,158
2018,DEH1,2018-05-02,2018-09-20,50084.817605633805,775.36,345.70401408450704,28.773098591549296,19.334154929577466,2290.1826056338027,0,142
2018,GAH1,2018-04-03,2018-08-30,48566.828,746.15,378.00893333333335,30.4414,18.772266666666667,2244.8564666666666,0,150
2018,GAH2,2018-05-01,2018-09-12,49221.98933333333,477.96999999999997,382.49466666666666,31.645925925925926,19.646074074074075,2311.607407407407,0,135
2018,IAH1,2018-05-08,2018-10-18,49096.6625,759.91,344.15256097560973,26.895243902439024,15.043170731707317,1772.2584146341464,0,164
2018,IAH2,2018-04-29,2018-10-23,49012.699550561796,910.35,342.0662359550562,25.222247191011235,13.569550561797753,1640.5468539325843,0,178
2018,IAH3,2018-04-30,2018-10-15,49492.555562130176,924.97,343.1231952662722,25.90165680473373,14.183254437869822,1670.6744378698224,0,169
2018,IAH4,2018-05-15,2018-10-26,48630.86387878788,995.92,336.8157575757576,25.635878787878788,14.092,1696.5182424242423,0,165
2018,ILH1,2018-05-08,2018-09-24,50265.117,603.58,369.5447857142857,28.95807142857143,17.424642857142857,2016.5292857142856,0,140
2018,INH1,2018-05-07,2018-09-19,50642.03022058823,511.24,367.1724264705882,28.216029411764705,16.633014705882353,1925.9257352941177,0,136
2018,KSH1,2018-05-07,2018-10-06,49065.83405228758,451.01,396.9681699346405,31.177450980392155,15.899934640522876,1612.9386928104575,0,153
2018,MIH1,2018-05-28,2018-11-18,46711.76371428571,460.02,313.9518857142857,22.300457142857145,11.621714285714285,1481.5153142857143,0,175
2018,MNH1,2018-05-24,2018-11-14,47354.44811428571,786.36,302.20142857142855,21.6424,11.3392,1505.6627428571428,11.09,175
2018,MOH1,2018-05-17,2018-09-26,49809.42263157895,350.39,373.4270676691729,30.571428571428573,19.13503759398496,2188.3182706766916,0,133
2018,NCH1,2018-05-08,2018-09-25,49150.57205673759,736.93,351.88666666666666,30.752198581560283,20.247234042553192,2391.7309219858157,0,141
2018,NEH2,2018-05-08,2018-09-27,50439.114685314686,623.5,363.26244755244755,28.09769230769231,16.469790209790208,1868.8388111888112,0,143
2018,NYH1,2018-05-25,2018-11-12,47262.62924418605,581.27,314.5082558139535,22.17470930232558,12.18046511627907,1491.3006395348837,0,172
2018,NYH2,2018-05-18,2018-12-11,45466.25182692308,701.67,295.34552884615385,19.32033653846154,9.768557692307692,1340.2660576923076,610.76,208
2018,NYH3,2018-05-18,2018-12-11,45466.25182692308,701.67,295.34552884615385,19.32033653846154,9.768557692307692,1340.2660576923076,610.76,208
2018,OHH1,2018-05-15,2018-10-09,49287.59148648649,660.28,349.98533783783785,27.489797297297297,16.740472972972974,1933.295472972973,0,148
2018,SCH1,2018-04-20,2018-09-15,49192.62798657718,644.55,370.9445637583893,29.97275167785235,18.7955033557047,2223.9019463087247,0,149
2018,TXH1-Dry,2018-03-08,2018-07-28,47659.43608391609,381.32,412.2293006993007,30.826643356643356,17.45979020979021,2092.1844055944057,0,143
2018,TXH1-Early,2018-03-08,2018-08-04,47697.699733333335,391.63,412.7423333333333,31.0904,17.643466666666665,2107.063666666667,0,150
2018,TXH1-Late,2018-04-03,2018-08-16,48584.12433823529,261.2,411.16551470588234,32.592720588235295,19.28154411764706,2287.4693382352943,0,136
2018,WIH1,2018-05-08,2018-10-19,49437.430060606064,1239.75,334.2358787878788,24.267757575757575,13.229939393939393,1593.7150909090908,0,165
2018,WIH2,2018-05-19,2018-10-19,49343.82636363636,799.75,329.38655844155846,24.721168831168832,13.41487012987013,1613.3175974025974,0,154
2019,DEH1,2019-05-09,2019-09-12,50505.901496062994,389.07,366.5333858267717,29.31755905511811,19.028818897637795,2245.2291338582677,0,127
2019,GAH1,2019-03-28,2019-08-15,48602.21014184397,422.24,400.1968085106383,31.22695035460993,18.006879432624114,2128.6874468085107,0,141
2019,GAH2,2019-04-12,2019-09-05,49145.82088435374,381.76,405.03714285714284,31.219183673469388,18.415170068027212,2118.08925170068,0,147
2019,GEH1,2019-05-14,2019-11-20,NA,NA,NA,NA,NA,NA,NA,NA
2019,IAH1,2019-06-06,2019-11-05,47106.516470588234,461.93,335.7230718954248,24.727712418300655,13.476209150326797,1672.7507189542484,0,153
2019,IAH2,2019-04-26,2019-10-26,48826.96206521739,839.61,337.64836956521737,23.754891304347826,12.312228260869565,1533.543097826087,0,184
2019,IAH3,2019-05-06,2019-10-27,48681.49725714286,840.15,341.3696,24.045885714285713,12.473714285714285,1539.2618285714286,0,175
2019,IAH4,2019-06-03,2019-10-17,48770.31211678832,588.48,344.0760583941606,25.7514598540146,14.324233576642335,1705.9189781021898,0,137
2019,ILH1,2019-05-21,2019-10-18,48664.361456953644,389.77,365.656821192053,27.369205298013245,15.58794701986755,1834.2098675496688,0,151
2019,INH1,2019-06-05,2019-10-11,48817.95891472868,315.54,365.48333333333335,27.721472868217056,15.818527131782945,1843.3793798449612,0,129
2019,MIH1,2019-05-27,2019-11-17,46822.82245714286,618.42,319.42051428571426,21.949485714285714,10.947942857142857,1427.3991428571428,0.02,175
2019,MNH1,2019-06-03,2019-11-19,46558.87064705882,782.6,304.04988235294115,20.172823529411765,10.048117647058824,1398.504411764706,92.92,170
2019,MOH1,2019-05-16,2019-10-08,49120.75568493151,555.77,364.021301369863,28.78513698630137,18.065753424657533,2108.960684931507,0,146
2019,NCH1,2019-05-13,2019-10-07,48533.52202702703,493.44,377.557027027027,31.02533783783784,19.19087837837838,2256.03,0,148
2019,NEH1,2019-05-16,2019-11-13,47177.20142857143,648.78,335.95818681318684,24.66087912087912,12.783846153846154,1652.0052747252748,0,182
2019,NYH1,2019-06-03,2019-12-12,44761.01575129534,651.26,300.1279792746114,18.828497409326424,8.327046632124352,1221.749792746114,271.64,193
2019,NYH2,2019-05-23,2019-12-11,45290.988768472904,688.16,305.2769950738916,19.09305418719212,8.528620689655172,1228.25881773399,253.72,203
2019,NYH3,2019-05-23,2019-12-12,45225.94794117647,688.16,304.8967156862745,18.995539215686275,8.433039215686275,1223.5352450980392,271.64,204
2019,OHH1,2019-06-07,2019-10-15,48344.861297709926,383.08,361.2775572519084,27.61793893129771,15.427709923664121,1809.0795419847327,0,131
2019,ONH2,2019-06-19,2019-11-20,45473.564,411.13,313.3484516129032,21.19683870967742,11.982387096774193,1529.493935483871,0,155
2019,SCH1,2019-05-02,2019-09-05,49706.06377952756,284.06,390.24204724409446,31.093622047244093,19.090866141732285,2213.341417322835,0,127
2019,TXH1,2019-03-20,2019-08-23,48065.37624203822,613.48,406.21305732484075,31.578089171974522,18.809108280254776,2265.899617834395,0,157
2019,TXH2,2019-03-20,2019-08-20,48096.19474025974,613.48,406.08045454545453,31.451623376623377,18.72324675324675,2254.610779220779,0,154
2019,TXH3,2019-03-20,2019-08-20,48096.19474025974,613.48,406.08045454545453,31.451623376623377,18.72324675324675,2254.610779220779,0,154
2019,WIH1,2019-05-12,2019-10-27,48822.5725443787,841.63,339.408224852071,23.302366863905327,12.214378698224852,1493.3263313609468,0,169
2019,WIH2,2019-06-03,2019-11-22,46239.39982658959,726.68,305.70751445086705,20.27208092485549,9.644104046242775,1344.4954913294798,9.35,173
2020,DEH1,2020-05-14,2020-09-16,50255.50063492064,525.86,354.31349206349205,28.794444444444444,19.479365079365078,2318.6394444444445,0,126
2020,GAH1,2020-04-01,2020-08-18,48718.01307142857,483.32,399.3995,30.3615,18.012642857142858,2148.1965,0,140
2020,GAH2,2020-05-05,2020-10-08,48093.554777070065,546.74,377.3664968152866,29.9543949044586,18.148917197452228,2148.8708280254777,0,157
2020,GEH1,2020-05-06,2020-11-24,NA,NA,NA,NA,NA,NA,NA,NA
2020,IAH1,2020-05-11,2020-10-18,48987.41167701864,546.43,361.38503105590064,25.943416149068323,14.102919254658385,1682.7095652173914,0,161
2020,INH1,2020-05-12,2020-10-01,49883.38622377622,369.33,374.44566433566433,27.31342657342657,15.073356643356643,1760.0797202797203,0,143
2020,MIH1,2020-05-25,2020-10-28,48273.850382165605,453,346.8344585987261,24.701146496815287,12.105668789808917,1496.8096178343949,0,157
2020,MNH1,2020-05-07,2020-11-05,48369.4256284153,686.4399999999999,330.31524590163934,22.389508196721312,10.99912568306011,1434.8307650273223,14.200000000000001,183
2020,MOH1,2020-06-02,2020-10-22,47761.446923076925,524.27,365.474965034965,27.571608391608393,16.336923076923078,1940.619020979021,0,143
2020,NCH1,2020-04-23,2020-09-01,49865.423484848485,710.8,365.63560606060605,29.16598484848485,18.83969696969697,2255.954090909091,0,132
2020,NEH1,2020-05-12,2020-10-30,48109.23238372093,417.34,354.2379651162791,26.09860465116279,13.463837209302326,1636.0387790697675,0,172
2020,NYH2,2020-05-22,2020-11-06,47696.74692307692,420.21,336.51047337278106,23.509881656804733,11.877810650887573,1470.3757396449705,0,169
2020,NYH3,2020-05-22,2020-11-06,47696.74692307692,420.21,336.51047337278106,23.509881656804733,11.877810650887573,1470.3757396449705,0,169
2020,NYS1,2020-05-22,2020-11-06,47696.74692307692,420.21,336.51047337278106,23.509881656804733,11.877810650887573,1470.3757396449705,0,169
2020,OHH1,2020-06-02,2020-11-10,46614.6962345679,454.97,344.0061111111111,25.17814814814815,12.992530864197532,1592.3425925925926,0,162
2020,SCH1,2020-05-11,2020-09-23,48960.602647058826,689.03,364.9816911764706,29.60875,19.061102941176472,2249.8070588235296,0,136
2020,TXH1,2020-03-11,2020-08-12,47854.82567741936,463.46999999999997,389.79470967741935,30.94058064516129,19.23916129032258,2323.5385806451613,0,155
2020,TXH2,2020-03-11,2020-07-30,47845.971830985916,439.94,387.9792957746479,30.481830985915494,18.840704225352113,2269.405352112676,0,142
2020,TXH3,2020-04-08,2020-08-14,48769.41674418605,358.11,396.80162790697676,32.17364341085271,20.36232558139535,2477.070465116279,0,129
2020,WIH1,2020-05-07,2020-10-21,49229.98601190476,624.03,354.11095238095237,23.864940476190476,11.760654761904762,1465.5476785714286,0,168
2020,WIH2,2020-05-13,2020-10-28,48689.10940828402,719.13,340.04218934911245,23.484852071005918,11.566568047337277,1452.908875739645,0,169
2020,WIH3,2020-05-21,2020-11-08,47807.556802325584,560.29,328.9018604651163,22.450872093023257,10.589011627906977,1381.922034883721,0,172
2021,COH1,2021-05-22,2021-11-04,47600.774431137725,103.73,415.0911976047904,27.28233532934132,9.885568862275449,884.0397005988024,0,167
2021,DEH1,2021-04-27,2021-09-19,50088.44520547945,627.26,364.1591780821918,28.22390410958904,18.096643835616437,2155.996164383562,0,146
2021,GAH1,2021-03-25,2021-08-18,48471.77680272109,630.89,387.46455782312927,29.50292517006803,17.36530612244898,2072.2032653061224,0,147
2021,GAH2,2021-04-14,2021-09-14,48919.01493506494,644.53,400.52694805194807,29.835974025974025,17.26616883116883,2048.141883116883,0,154
2021,GEH1,2021-05-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA
2021,IAH1,2021-05-01,2021-10-19,49075.454418604655,604.26,357.09168604651165,26.50808139534884,14.853837209302325,1758.2083720930232,0,172
2021,IAH2,2021-04-27,2021-10-11,49762.042083333334,422.45,368.79863095238096,26.836369047619048,13.741309523809523,1597.8958333333333,0,168
2021,IAH3,2021-05-06,2021-10-20,49145.28089285715,441,357.99083333333334,26.42779761904762,13.625833333333333,1598.9040476190476,0,168
2021,IAH4,2021-04-28,2021-11-03,48294.75715789474,590.86,348.1804210526316,25.639684210526315,12.851263157894737,1520.2163157894736,0,190
2021,INH1,2021-05-24,2021-09-28,49993.99875,431.53000000000003,368.649765625,28.137109375,16.430703125,1913.190703125,0,128
2021,MIH1,2021-05-13,2021-10-22,49087.81975460123,640.75,343.67,25.92122699386503,14.123374233128834,1630.568282208589,0,163
2021,MNH1,2021-05-14,2021-10-27,49003.142934131734,452.58,347.4920958083832,25.456047904191617,13.286646706586826,1501.6677245508981,0,167
2021,NCH1,2021-04-21,2021-09-24,49195.66356687898,684.79,377.9691082802548,29.169108280254775,17.573375796178343,2085.706942675159,0,157
2021,NEH1,2021-05-07,2021-11-05,47873.487978142075,535.96,355.5259016393443,27.03109289617486,13.897431693989072,1674.2734426229508,0,183
2021,NEH2,2021-05-10,2021-10-12,49423.811987179484,371.11,392.181858974359,28.540769230769232,12.956410256410257,1509.3539102564102,0,156
2021,NEH3,2021-05-21,2021-10-21,48670.06136363636,276.29,388.87487012987015,28.975,12.901623376623377,1514.7694805194806,0,154
2021,NYH2,2021-05-20,2021-11-10,47564.83382857143,800.96,316.83022857142856,23.139657142857143,12.830628571428571,1549.0724,0,175
2021,NYH3,2021-05-20,2021-11-10,47564.83382857143,800.96,316.83022857142856,23.139657142857143,12.830628571428571,1549.0724,0,175
2021,NYS1,2021-05-20,2021-11-10,47564.83382857143,800.96,316.83022857142856,23.139657142857143,12.830628571428571,1549.0724,0,175
2021,SCH1,2021-04-13,2021-10-08,48205.460893854746,846.85,375.112625698324,28.346983240223462,16.9595530726257,2003.0171508379888,0,179
2021,TXH1,2021-03-10,2021-08-12,47781.29384615384,537.42,380.52685897435896,29.269807692307694,18.85403846153846,2271.807371794872,0,156
2021,TXH2,2021-03-10,2021-08-10,47784.433376623376,537.42,380.16597402597404,29.19012987012987,18.7787012987013,2261.021038961039,0,154
2021,TXH3,2021-04-09,2021-09-14,48162.54742138365,519.81,381.3732075471698,31.28433962264151,21.074654088050316,2545.3518867924527,0,159
2021,WIH1,2021-05-10,2021-10-23,49135.83670658683,484.47,350.91413173652694,25.49443113772455,13.163053892215569,1532.746526946108,0,167
2021,WIH2,2021-05-24,2021-11-05,47912.52843373494,414.46999999999997,337.90626506024097,24.546204819277108,12.17367469879518,1461.5088554216868,0,166
2021,WIH3,2021-04-29,2021-10-05,50657.217125,645.95,368.3044375,24.8145625,12.1883125,1435.0486875,0,160
2022,COH1,2022-05-19,2022-11-16,46868.41115384615,172.94,398.8342857142857,26.245714285714286,8.709725274725274,861.9937912087912,0,182
2022,DEH1,2022-04-25,2022-09-21,49973.497533333335,434.71,363.5905333333333,27.963933333333333,17.7838,2103.1298,0,150
